sample_name,data_issues,fasta_file,possible_summer,mortality,mortality_code,anonymized_name,capture_timestamp,capture_group,capture_season,description,dna_extracted,elevation,empo_1,empo_2,empo_3,env_biome,env_biome_description,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_common_name,host_life_stage,host_scientific_name,host_subject_id,fecal_at capture,host_taxid,host_weight,host_weight_units,latitude,longitude,physical_specimen_location,physical_specimen_remaining,qiita_study_id,sample_type,scientific_name,sex,taxon_id,serum_label,btv,ehd,study_area,i_80,capture_kit,adj_age,cor_age_calc,cor_age,cor_age_y_m_o,age_percentiles,age_by2,age_by1,age_y_m_o,body_weight,weight_percentiles,weight_5kg,weight_1kg,ss_ligament,lumbar_vert,sacrum,base_of_tail,caudal_vert,max.,b_femoris,l_dorsi,title
12842.14.079,n,Y,.,unk,0,14.079,41955,2014_N,November,pronghorn feces,TRUE,2028.41,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7,years,pronghorn,adult,Antilocapra americana,Yellow30,Y,9891,50.12,kg,41.91728217,-107.9732207,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-079 Nov. RDP,N,N,CDC,North,14-079,7,7.511,7.511,m,4,4,7,m,50.12,3,3,50,0.25,4.5,5,4.5,4.75,2,13,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.081,n,Y,.,unk,0,14.081,41955,2014_N,November,pronghorn feces,TRUE,2065.98,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6,years,pronghorn,adult,Antilocapra americana,Green31,Y,9891,55.11,kg,41.75990382,-108.0202861,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-081 Nov. RDP,N,N,CDC,North,14-081,6,6.725,6.725,m,3,3,6,m,55.11,4,4,55,0,3.5,3.5,4.5,4.5,3,14,35,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.083,n,Y,.,unk,0,14.083,41955,2014_N,November,pronghorn feces,TRUE,2029.36,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6,years,pronghorn,adult,Antilocapra americana,Yellow34,N,9891,43.77,kg,41.91467762,-107.9760645,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-083 Nov. RDP,Positive,Positive,CDC,North,14-083,6,6.725,6.725,m,3,3,6,m,43.77,1,1,43,0,5,5,4,4.5,5,13,37,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.084,n,Y,.,alive,3,14.084,41955,2014_N,November,pronghorn feces,TRUE,2064.45,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,8 to 10,years,pronghorn,adult,Antilocapra americana,Green40,Y,9891,49.67,kg,41.3777625,-107.8005287,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-084 Nov. RDP,N,N,Bitter Creek ,South,14-084,9,9.083,9.083,o,4,5,9,o,49.67,3,2,49,1.25,2,2.75,2,2,0,11,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.085,n,Y,.,unk,0,14.085,41955,2014_N,November,pronghorn feces,TRUE,2087.76,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,8,years,pronghorn,adult,Antilocapra americana,Yellow29,Y,9891,56.02,kg,41.69939625,-107.9733849,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-085 Nov. RDP,N,N,CDC,North,14-085,8,8.297,8.297,o,4,4,8,o,56.02,4,4,56,1,3.5,3,3,3,0,14,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.09,n,Y,.,non-capture-related-mortality ,2,14.09,41955,2014_N,November,pronghorn feces,TRUE,2078.83,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,10 to 12,years,pronghorn,adult,Antilocapra americana,Yellow26,Y,9891,51.57,kg,41.86839282,-108.0143996,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-090 Nov. RDP,N,N,CDC,North,14-090,11,10.655,10.655,o,4,6,10,o,51.57,3,3,51,0.75,4,4,3.5,4,2,13,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.093,n,Y,.,unk,0,14.093,41956,2014_N,November,pronghorn feces,TRUE,2089.31,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5,years,pronghorn,adult,Antilocapra americana,Yellow37,N,9891,NR,kg,42.15553956,-108.598367,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-093 Nov. RDP,N,N,Red desert,North,14-093,5,5.939,5.939,m,3,3,5,m,NR,NR,NR,NR,0,4.5,4,3.5,4,4,12,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.094,n,Y,.,non-capture-related-mortality ,2,14.094,41955,2014_N,November,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,8,years,pronghorn,adult,Antilocapra americana,Yellow32,Y,9891,49.22,kg,41.7619206,-108.0241067,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-094 Nov. RDP,N,N,CDC,North,14-094,8,8.297,8.297,o,4,4,8,o,49.22,2,2,49,1,4,3.5,3.5,3.5,0,13,37,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK2.2E,not applicable,not applicable,not applicable,not applicable,not applicable,BLANK2.2E,44239,not applicable,not applicable,BLANK2.2E,TRUE,193,Control,Negative,Sterile water blank,urban biome,not applicable,research facility,sterile water,misc environment,USA:CA:San Diego,not applicable,years,not applicable,not applicable,not applicable,BLANK2.2E,,not applicable,not applicable,kg,32.5,-117.25,UCSDMI,FALSE,12842,control blank,metagenome,not applicable,256318,not applicable,not applicable,not applicable,not applicable,NA,not applicable,,not applicable,,,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK2.2F,not applicable,not applicable,not applicable,not applicable,not applicable,BLANK2.2F,44239,not applicable,not applicable,BLANK2.2F,TRUE,193,Control,Negative,Sterile water blank,urban biome,not applicable,research facility,sterile water,misc environment,USA:CA:San Diego,not applicable,years,not applicable,not applicable,not applicable,BLANK2.2F,,not applicable,not applicable,kg,32.5,-117.25,UCSDMI,FALSE,12842,control blank,metagenome,not applicable,256318,not applicable,not applicable,not applicable,not applicable,NA,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK2.2G,not applicable,not applicable,not applicable,not applicable,not applicable,BLANK2.2G,44239,not applicable,not applicable,BLANK2.2G,TRUE,193,Control,Negative,Sterile water blank,urban biome,not applicable,research facility,sterile water,misc environment,USA:CA:San Diego,not applicable,years,not applicable,not applicable,not applicable,BLANK2.2G,,not applicable,not applicable,kg,32.5,-117.25,UCSDMI,FALSE,12842,control blank,metagenome,not applicable,256318,not applicable,not applicable,not applicable,not applicable,NA,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK2.2H,not applicable,not applicable,not applicable,not applicable,not applicable,BLANK2.2H,44239,not applicable,not applicable,BLANK2.2H,TRUE,193,Control,Negative,Sterile water blank,urban biome,not applicable,research facility,sterile water,misc environment,USA:CA:San Diego,not applicable,years,not applicable,not applicable,not applicable,BLANK2.2H,,not applicable,not applicable,kg,32.5,-117.25,UCSDMI,FALSE,12842,control blank,metagenome,not applicable,256318,not applicable,not applicable,not applicable,not applicable,NA,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK3.3E,not applicable,not applicable,not applicable,not applicable,not applicable,BLANK3.3E,44239,not applicable,not applicable,BLANK3.3E,TRUE,193,Control,Negative,Sterile water blank,urban biome,not applicable,research facility,sterile water,misc environment,USA:CA:San Diego,not applicable,years,not applicable,not applicable,not applicable,BLANK3.3E,,not applicable,not applicable,kg,32.5,-117.25,UCSDMI,FALSE,12842,control blank,metagenome,not applicable,256318,not applicable,not applicable,not applicable,not applicable,NA,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK3.3F,not applicable,not applicable,not applicable,not applicable,not applicable,BLANK3.3F,44239,not applicable,not applicable,BLANK3.3F,TRUE,193,Control,Negative,Sterile water blank,urban biome,not applicable,research facility,sterile water,misc environment,USA:CA:San Diego,not applicable,years,not applicable,not applicable,not applicable,BLANK3.3F,,not applicable,not applicable,kg,32.5,-117.25,UCSDMI,FALSE,12842,control blank,metagenome,not applicable,256318,not applicable,not applicable,not applicable,not applicable,NA,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK3.3G,not applicable,not applicable,not applicable,not applicable,not applicable,BLANK3.3G,44239,not applicable,not applicable,BLANK3.3G,TRUE,193,Control,Negative,Sterile water blank,urban biome,not applicable,research facility,sterile water,misc environment,USA:CA:San Diego,not applicable,years,not applicable,not applicable,not applicable,BLANK3.3G,,not applicable,not applicable,kg,32.5,-117.25,UCSDMI,FALSE,12842,control blank,metagenome,not applicable,256318,not applicable,not applicable,not applicable,not applicable,NA,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK3.3H,not applicable,not applicable,not applicable,not applicable,not applicable,BLANK3.3H,44239,not applicable,not applicable,BLANK3.3H,TRUE,193,Control,Negative,Sterile water blank,urban biome,not applicable,research facility,sterile water,misc environment,USA:CA:San Diego,not applicable,years,not applicable,not applicable,not applicable,BLANK3.3H,,not applicable,not applicable,kg,32.5,-117.25,UCSDMI,FALSE,12842,control blank,metagenome,not applicable,256318,not applicable,not applicable,not applicable,not applicable,NA,not applicable,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
